Date,Location,Classification,Count
02/12/2021,Staten Island,Hospitalized,24
02/13/2021,Staten Island,Hospitalized,9
02/14/2021,Staten Island,Hospitalized,14
02/15/2021,Staten Island,Hospitalized,16
02/16/2021,Staten Island,Hospitalized,12
02/17/2021,Staten Island,Hospitalized,8
02/18/2021,Staten Island,Hospitalized,10
02/19/2021,Staten Island,Hospitalized,14
02/20/2021,Staten Island,Hospitalized,10
02/21/2021,Staten Island,Hospitalized,14
02/22/2021,Staten Island,Hospitalized,13
02/23/2021,Staten Island,Hospitalized,14
02/24/2021,Staten Island,Hospitalized,10
02/25/2021,Staten Island,Hospitalized,11
02/26/2021,Staten Island,Hospitalized,15
02/27/2021,Staten Island,Hospitalized,12
02/28/2021,Staten Island,Hospitalized,6
03/01/2021,Staten Island,Hospitalized,17
03/02/2021,Staten Island,Hospitalized,21
03/03/2021,Staten Island,Hospitalized,13
03/04/2021,Staten Island,Hospitalized,10
03/05/2021,Staten Island,Hospitalized,19
03/06/2021,Staten Island,Hospitalized,13
03/07/2021,Staten Island,Hospitalized,15
03/08/2021,Staten Island,Hospitalized,22
03/09/2021,Staten Island,Hospitalized,16
03/10/2021,Staten Island,Hospitalized,13
03/11/2021,Staten Island,Hospitalized,15
03/12/2021,Staten Island,Hospitalized,14
03/13/2021,Staten Island,Hospitalized,5
03/14/2021,Staten Island,Hospitalized,11
03/15/2021,Staten Island,Hospitalized,18
03/16/2021,Staten Island,Hospitalized,15
03/17/2021,Staten Island,Hospitalized,17
03/18/2021,Staten Island,Hospitalized,24
03/19/2021,Staten Island,Hospitalized,18
03/20/2021,Staten Island,Hospitalized,17
03/21/2021,Staten Island,Hospitalized,19
03/22/2021,Staten Island,Hospitalized,23
03/23/2021,Staten Island,Hospitalized,16
03/24/2021,Staten Island,Hospitalized,23
03/25/2021,Staten Island,Hospitalized,25
03/26/2021,Staten Island,Hospitalized,28
03/27/2021,Staten Island,Hospitalized,14
03/28/2021,Staten Island,Hospitalized,16
03/29/2021,Staten Island,Hospitalized,20
03/30/2021,Staten Island,Hospitalized,20
03/31/2021,Staten Island,Hospitalized,21
04/01/2021,Staten Island,Hospitalized,14
04/02/2021,Staten Island,Hospitalized,19
04/03/2021,Staten Island,Hospitalized,12
04/04/2021,Staten Island,Hospitalized,13
04/05/2021,Staten Island,Hospitalized,17
04/06/2021,Staten Island,Hospitalized,7
04/07/2021,Staten Island,Hospitalized,19
04/08/2021,Staten Island,Hospitalized,11
04/09/2021,Staten Island,Hospitalized,19
04/10/2021,Staten Island,Hospitalized,12
04/11/2021,Staten Island,Hospitalized,8
04/12/2021,Staten Island,Hospitalized,12
04/13/2021,Staten Island,Hospitalized,14
04/14/2021,Staten Island,Hospitalized,13
04/15/2021,Staten Island,Hospitalized,17
04/16/2021,Staten Island,Hospitalized,15
04/17/2021,Staten Island,Hospitalized,10
04/18/2021,Staten Island,Hospitalized,14
04/19/2021,Staten Island,Hospitalized,16
04/20/2021,Staten Island,Hospitalized,11
04/21/2021,Staten Island,Hospitalized,13
04/22/2021,Staten Island,Hospitalized,10
04/23/2021,Staten Island,Hospitalized,14
04/24/2021,Staten Island,Hospitalized,9
04/25/2021,Staten Island,Hospitalized,4
04/26/2021,Staten Island,Hospitalized,7
04/27/2021,Staten Island,Hospitalized,9
04/28/2021,Staten Island,Hospitalized,9
04/29/2021,Staten Island,Hospitalized,9
04/30/2021,Staten Island,Hospitalized,3
05/01/2021,Staten Island,Hospitalized,3
05/02/2021,Staten Island,Hospitalized,12
05/03/2021,Staten Island,Hospitalized,4
05/04/2021,Staten Island,Hospitalized,6
05/05/2021,Staten Island,Hospitalized,6
05/06/2021,Staten Island,Hospitalized,5
05/07/2021,Staten Island,Hospitalized,5
05/08/2021,Staten Island,Hospitalized,2
05/09/2021,Staten Island,Hospitalized,1
05/10/2021,Staten Island,Hospitalized,2
05/11/2021,Staten Island,Hospitalized,5
05/12/2021,Staten Island,Hospitalized,4
05/13/2021,Staten Island,Hospitalized,4
05/14/2021,Staten Island,Hospitalized,5
05/15/2021,Staten Island,Hospitalized,4
05/16/2021,Staten Island,Hospitalized,1
05/17/2021,Staten Island,Hospitalized,5
05/18/2021,Staten Island,Hospitalized,2
05/19/2021,Staten Island,Hospitalized,3
05/20/2021,Staten Island,Hospitalized,3
05/21/2021,Staten Island,Hospitalized,6
05/22/2021,Staten Island,Hospitalized,2
05/23/2021,Staten Island,Hospitalized,4
05/24/2021,Staten Island,Hospitalized,1
05/25/2021,Staten Island,Hospitalized,0
05/26/2021,Staten Island,Hospitalized,4
05/27/2021,Staten Island,Hospitalized,3
05/28/2021,Staten Island,Hospitalized,1
05/29/2021,Staten Island,Hospitalized,0
05/30/2021,Staten Island,Hospitalized,1
05/31/2021,Staten Island,Hospitalized,1
06/01/2021,Staten Island,Hospitalized,2
06/02/2021,Staten Island,Hospitalized,5
06/03/2021,Staten Island,Hospitalized,2
06/04/2021,Staten Island,Hospitalized,2
06/05/2021,Staten Island,Hospitalized,3
06/06/2021,Staten Island,Hospitalized,2
06/07/2021,Staten Island,Hospitalized,3
06/08/2021,Staten Island,Hospitalized,1
06/09/2021,Staten Island,Hospitalized,1
06/10/2021,Staten Island,Hospitalized,2
06/11/2021,Staten Island,Hospitalized,2
06/12/2021,Staten Island,Hospitalized,2
06/13/2021,Staten Island,Hospitalized,3
06/14/2021,Staten Island,Hospitalized,1
06/15/2021,Staten Island,Hospitalized,4
06/16/2021,Staten Island,Hospitalized,2
06/17/2021,Staten Island,Hospitalized,1
06/18/2021,Staten Island,Hospitalized,1
06/19/2021,Staten Island,Hospitalized,3
06/20/2021,Staten Island,Hospitalized,2
06/21/2021,Staten Island,Hospitalized,5
06/22/2021,Staten Island,Hospitalized,7
06/23/2021,Staten Island,Hospitalized,1
06/24/2021,Staten Island,Hospitalized,2
06/25/2021,Staten Island,Hospitalized,0
06/26/2021,Staten Island,Hospitalized,3
06/27/2021,Staten Island,Hospitalized,0
06/28/2021,Staten Island,Hospitalized,3
06/29/2021,Staten Island,Hospitalized,0
06/30/2021,Staten Island,Hospitalized,1
07/01/2021,Staten Island,Hospitalized,8
07/02/2021,Staten Island,Hospitalized,5
07/03/2021,Staten Island,Hospitalized,4
07/04/2021,Staten Island,Hospitalized,2
07/05/2021,Staten Island,Hospitalized,1
07/06/2021,Staten Island,Hospitalized,5
07/07/2021,Staten Island,Hospitalized,2
07/08/2021,Staten Island,Hospitalized,3
07/09/2021,Staten Island,Hospitalized,2
07/10/2021,Staten Island,Hospitalized,0
07/11/2021,Staten Island,Hospitalized,1
07/12/2021,Staten Island,Hospitalized,0
07/13/2021,Staten Island,Hospitalized,3
07/14/2021,Staten Island,Hospitalized,2
07/15/2021,Staten Island,Hospitalized,2
07/16/2021,Staten Island,Hospitalized,1
07/17/2021,Staten Island,Hospitalized,6
07/18/2021,Staten Island,Hospitalized,4
07/19/2021,Staten Island,Hospitalized,3
07/20/2021,Staten Island,Hospitalized,4
07/21/2021,Staten Island,Hospitalized,5
07/22/2021,Staten Island,Hospitalized,4
07/23/2021,Staten Island,Hospitalized,5
07/24/2021,Staten Island,Hospitalized,5
07/25/2021,Staten Island,Hospitalized,4
07/26/2021,Staten Island,Hospitalized,4
07/27/2021,Staten Island,Hospitalized,7
07/28/2021,Staten Island,Hospitalized,3
07/29/2021,Staten Island,Hospitalized,13
07/30/2021,Staten Island,Hospitalized,3
07/31/2021,Staten Island,Hospitalized,7
08/01/2021,Staten Island,Hospitalized,3
08/02/2021,Staten Island,Hospitalized,6
08/03/2021,Staten Island,Hospitalized,13
08/04/2021,Staten Island,Hospitalized,13
08/05/2021,Staten Island,Hospitalized,3
08/06/2021,Staten Island,Hospitalized,11
08/07/2021,Staten Island,Hospitalized,8
08/08/2021,Staten Island,Hospitalized,10
08/09/2021,Staten Island,Hospitalized,0
08/10/2021,Staten Island,Hospitalized,6
08/11/2021,Staten Island,Hospitalized,18
08/12/2021,Staten Island,Hospitalized,15
08/13/2021,Staten Island,Hospitalized,7
08/14/2021,Staten Island,Hospitalized,16
08/15/2021,Staten Island,Hospitalized,8
08/16/2021,Staten Island,Hospitalized,7
08/17/2021,Staten Island,Hospitalized,13
08/18/2021,Staten Island,Hospitalized,12
08/19/2021,Staten Island,Hospitalized,10
08/20/2021,Staten Island,Hospitalized,11
08/21/2021,Staten Island,Hospitalized,4
08/22/2021,Staten Island,Hospitalized,6
08/23/2021,Staten Island,Hospitalized,7
08/24/2021,Staten Island,Hospitalized,5
08/25/2021,Staten Island,Hospitalized,4
08/26/2021,Staten Island,Hospitalized,8
08/27/2021,Staten Island,Hospitalized,9
08/28/2021,Staten Island,Hospitalized,3
08/29/2021,Staten Island,Hospitalized,8
08/30/2021,Staten Island,Hospitalized,8
08/31/2021,Staten Island,Hospitalized,12
09/01/2021,Staten Island,Hospitalized,9
09/02/2021,Staten Island,Hospitalized,11
09/03/2021,Staten Island,Hospitalized,4
09/04/2021,Staten Island,Hospitalized,6
09/05/2021,Staten Island,Hospitalized,7
09/06/2021,Staten Island,Hospitalized,6
09/07/2021,Staten Island,Hospitalized,7
09/08/2021,Staten Island,Hospitalized,3
09/09/2021,Staten Island,Hospitalized,8
09/10/2021,Staten Island,Hospitalized,6
09/11/2021,Staten Island,Hospitalized,8
09/12/2021,Staten Island,Hospitalized,6
09/13/2021,Staten Island,Hospitalized,9
09/14/2021,Staten Island,Hospitalized,6
09/15/2021,Staten Island,Hospitalized,11
09/16/2021,Staten Island,Hospitalized,7
09/17/2021,Staten Island,Hospitalized,5
09/18/2021,Staten Island,Hospitalized,3
09/19/2021,Staten Island,Hospitalized,9
09/20/2021,Staten Island,Hospitalized,8
09/21/2021,Staten Island,Hospitalized,5
09/22/2021,Staten Island,Hospitalized,5
09/23/2021,Staten Island,Hospitalized,9
09/24/2021,Staten Island,Hospitalized,2
09/25/2021,Staten Island,Hospitalized,4
09/26/2021,Staten Island,Hospitalized,4
09/27/2021,Staten Island,Hospitalized,4
09/28/2021,Staten Island,Hospitalized,5
09/29/2021,Staten Island,Hospitalized,4
09/30/2021,Staten Island,Hospitalized,6
10/01/2021,Staten Island,Hospitalized,2
10/02/2021,Staten Island,Hospitalized,4
10/03/2021,Staten Island,Hospitalized,2
10/04/2021,Staten Island,Hospitalized,3
10/05/2021,Staten Island,Hospitalized,4
10/06/2021,Staten Island,Hospitalized,7
10/07/2021,Staten Island,Hospitalized,6
10/08/2021,Staten Island,Hospitalized,3
10/09/2021,Staten Island,Hospitalized,4
10/10/2021,Staten Island,Hospitalized,7
10/11/2021,Staten Island,Hospitalized,5
10/12/2021,Staten Island,Hospitalized,4
10/13/2021,Staten Island,Hospitalized,8
10/14/2021,Staten Island,Hospitalized,2
10/15/2021,Staten Island,Hospitalized,4
10/16/2021,Staten Island,Hospitalized,6
10/17/2021,Staten Island,Hospitalized,2
10/18/2021,Staten Island,Hospitalized,9
10/19/2021,Staten Island,Hospitalized,3
10/20/2021,Staten Island,Hospitalized,7
10/21/2021,Staten Island,Hospitalized,6
10/22/2021,Staten Island,Hospitalized,3
10/23/2021,Staten Island,Hospitalized,6
10/24/2021,Staten Island,Hospitalized,4
10/25/2021,Staten Island,Hospitalized,2
10/26/2021,Staten Island,Hospitalized,5
10/27/2021,Staten Island,Hospitalized,2
10/28/2021,Staten Island,Hospitalized,1
10/29/2021,Staten Island,Hospitalized,3
10/30/2021,Staten Island,Hospitalized,4
10/31/2021,Staten Island,Hospitalized,3
11/01/2021,Staten Island,Hospitalized,4
11/02/2021,Staten Island,Hospitalized,7
11/03/2021,Staten Island,Hospitalized,4
11/04/2021,Staten Island,Hospitalized,3
11/05/2021,Staten Island,Hospitalized,4
11/06/2021,Staten Island,Hospitalized,3
11/07/2021,Staten Island,Hospitalized,5
11/08/2021,Staten Island,Hospitalized,6
11/09/2021,Staten Island,Hospitalized,5
11/10/2021,Staten Island,Hospitalized,2
11/11/2021,Staten Island,Hospitalized,3
11/12/2021,Staten Island,Hospitalized,0
11/13/2021,Staten Island,Hospitalized,6
11/14/2021,Staten Island,Hospitalized,4
11/15/2021,Staten Island,Hospitalized,4
11/16/2021,Staten Island,Hospitalized,6
11/17/2021,Staten Island,Hospitalized,4
11/18/2021,Staten Island,Hospitalized,4
11/19/2021,Staten Island,Hospitalized,4
11/20/2021,Staten Island,Hospitalized,3
11/21/2021,Staten Island,Hospitalized,3
11/22/2021,Staten Island,Hospitalized,5
11/23/2021,Staten Island,Hospitalized,11
11/24/2021,Staten Island,Hospitalized,8
11/25/2021,Staten Island,Hospitalized,3
11/26/2021,Staten Island,Hospitalized,10
11/27/2021,Staten Island,Hospitalized,5
11/28/2021,Staten Island,Hospitalized,4
11/29/2021,Staten Island,Hospitalized,8
11/30/2021,Staten Island,Hospitalized,6
12/01/2021,Staten Island,Hospitalized,4
12/02/2021,Staten Island,Hospitalized,7
12/03/2021,Staten Island,Hospitalized,8
12/04/2021,Staten Island,Hospitalized,4
12/05/2021,Staten Island,Hospitalized,10
12/06/2021,Staten Island,Hospitalized,6
12/07/2021,Staten Island,Hospitalized,9
12/08/2021,Staten Island,Hospitalized,5
12/09/2021,Staten Island,Hospitalized,8
12/10/2021,Staten Island,Hospitalized,15
12/11/2021,Staten Island,Hospitalized,11
12/12/2021,Staten Island,Hospitalized,11
12/13/2021,Staten Island,Hospitalized,11
12/14/2021,Staten Island,Hospitalized,10
12/15/2021,Staten Island,Hospitalized,14
12/16/2021,Staten Island,Hospitalized,16
12/17/2021,Staten Island,Hospitalized,19
12/18/2021,Staten Island,Hospitalized,20
12/19/2021,Staten Island,Hospitalized,16
12/20/2021,Staten Island,Hospitalized,25
12/21/2021,Staten Island,Hospitalized,19
12/22/2021,Staten Island,Hospitalized,25
12/23/2021,Staten Island,Hospitalized,30
12/24/2021,Staten Island,Hospitalized,19
12/25/2021,Staten Island,Hospitalized,22
12/26/2021,Staten Island,Hospitalized,32
12/27/2021,Staten Island,Hospitalized,36
12/28/2021,Staten Island,Hospitalized,41
12/29/2021,Staten Island,Hospitalized,52
12/30/2021,Staten Island,Hospitalized,55
12/31/2021,Staten Island,Hospitalized,42
01/01/2022,Staten Island,Hospitalized,52
01/02/2022,Staten Island,Hospitalized,58
01/03/2022,Staten Island,Hospitalized,29
01/04/2022,Staten Island,Hospitalized,47
01/05/2022,Staten Island,Hospitalized,56
01/06/2022,Staten Island,Hospitalized,44
01/07/2022,Staten Island,Hospitalized,39
01/08/2022,Staten Island,Hospitalized,46
01/09/2022,Staten Island,Hospitalized,42
01/10/2022,Staten Island,Hospitalized,54
01/11/2022,Staten Island,Hospitalized,44
01/12/2022,Staten Island,Hospitalized,45
01/13/2022,Staten Island,Hospitalized,40
01/14/2022,Staten Island,Hospitalized,30
01/15/2022,Staten Island,Hospitalized,41
01/16/2022,Staten Island,Hospitalized,32
01/17/2022,Staten Island,Hospitalized,49
01/18/2022,Staten Island,Hospitalized,20
01/19/2022,Staten Island,Hospitalized,33
01/20/2022,Staten Island,Hospitalized,23
01/21/2022,Staten Island,Hospitalized,15
01/22/2022,Staten Island,Hospitalized,19
01/23/2022,Staten Island,Hospitalized,15
01/24/2022,Staten Island,Hospitalized,15
01/25/2022,Staten Island,Hospitalized,25
01/26/2022,Staten Island,Hospitalized,20
01/27/2022,Staten Island,Hospitalized,29
01/28/2022,Staten Island,Hospitalized,15
01/29/2022,Staten Island,Hospitalized,9
01/30/2022,Staten Island,Hospitalized,17
01/31/2022,Staten Island,Hospitalized,16
02/01/2022,Staten Island,Hospitalized,10
02/02/2022,Staten Island,Hospitalized,11
02/03/2022,Staten Island,Hospitalized,11
02/04/2022,Staten Island,Hospitalized,14
02/05/2022,Staten Island,Hospitalized,7
02/06/2022,Staten Island,Hospitalized,9
02/07/2022,Staten Island,Hospitalized,4
02/08/2022,Staten Island,Hospitalized,5
02/09/2022,Staten Island,Hospitalized,7
02/10/2022,Staten Island,Hospitalized,3
02/11/2022,Staten Island,Hospitalized,10
02/12/2022,Staten Island,Hospitalized,8
02/13/2022,Staten Island,Hospitalized,6
02/14/2022,Staten Island,Hospitalized,3
02/15/2022,Staten Island,Hospitalized,8
02/16/2022,Staten Island,Hospitalized,3
02/17/2022,Staten Island,Hospitalized,4
02/18/2022,Staten Island,Hospitalized,6
02/19/2022,Staten Island,Hospitalized,2
02/20/2022,Staten Island,Hospitalized,3
02/21/2022,Staten Island,Hospitalized,1
02/22/2022,Staten Island,Hospitalized,9
02/23/2022,Staten Island,Hospitalized,3
02/24/2022,Staten Island,Hospitalized,3
02/25/2022,Staten Island,Hospitalized,7
02/26/2022,Staten Island,Hospitalized,1
02/27/2022,Staten Island,Hospitalized,4
02/28/2022,Staten Island,Hospitalized,2
03/01/2022,Staten Island,Hospitalized,4
03/02/2022,Staten Island,Hospitalized,5
03/03/2022,Staten Island,Hospitalized,4
03/04/2022,Staten Island,Hospitalized,1
03/05/2022,Staten Island,Hospitalized,4
03/06/2022,Staten Island,Hospitalized,2
03/07/2022,Staten Island,Hospitalized,4
03/08/2022,Staten Island,Hospitalized,3
03/09/2022,Staten Island,Hospitalized,4
03/10/2022,Staten Island,Hospitalized,0
03/11/2022,Staten Island,Hospitalized,2
03/12/2022,Staten Island,Hospitalized,1
03/13/2022,Staten Island,Hospitalized,2
03/14/2022,Staten Island,Hospitalized,2
03/15/2022,Staten Island,Hospitalized,3
03/16/2022,Staten Island,Hospitalized,3
03/17/2022,Staten Island,Hospitalized,5
03/18/2022,Staten Island,Hospitalized,2
03/19/2022,Staten Island,Hospitalized,3
03/20/2022,Staten Island,Hospitalized,1
03/21/2022,Staten Island,Hospitalized,3
03/22/2022,Staten Island,Hospitalized,4
03/23/2022,Staten Island,Hospitalized,0
03/24/2022,Staten Island,Hospitalized,3
03/25/2022,Staten Island,Hospitalized,0
03/26/2022,Staten Island,Hospitalized,2
03/27/2022,Staten Island,Hospitalized,3
03/28/2022,Staten Island,Hospitalized,2
03/29/2022,Staten Island,Hospitalized,2
03/30/2022,Staten Island,Hospitalized,0
03/31/2022,Staten Island,Hospitalized,6
04/01/2022,Staten Island,Hospitalized,5
04/02/2022,Staten Island,Hospitalized,1
04/03/2022,Staten Island,Hospitalized,3
04/04/2022,Staten Island,Hospitalized,2
04/05/2022,Staten Island,Hospitalized,4
04/06/2022,Staten Island,Hospitalized,2
04/07/2022,Staten Island,Hospitalized,1
04/08/2022,Staten Island,Hospitalized,2
04/09/2022,Staten Island,Hospitalized,1
04/10/2022,Staten Island,Hospitalized,2
04/11/2022,Staten Island,Hospitalized,5
04/12/2022,Staten Island,Hospitalized,2
04/13/2022,Staten Island,Hospitalized,6
04/14/2022,Staten Island,Hospitalized,5
04/15/2022,Staten Island,Hospitalized,4
04/16/2022,Staten Island,Hospitalized,1
04/17/2022,Staten Island,Hospitalized,3
04/18/2022,Staten Island,Hospitalized,4
04/19/2022,Staten Island,Hospitalized,3
04/20/2022,Staten Island,Hospitalized,2
04/21/2022,Staten Island,Hospitalized,12
04/22/2022,Staten Island,Hospitalized,9
04/23/2022,Staten Island,Hospitalized,2
04/24/2022,Staten Island,Hospitalized,2
04/25/2022,Staten Island,Hospitalized,9
04/26/2022,Staten Island,Hospitalized,5
04/27/2022,Staten Island,Hospitalized,5
04/28/2022,Staten Island,Hospitalized,3
04/29/2022,Staten Island,Hospitalized,6
04/30/2022,Staten Island,Hospitalized,5
05/01/2022,Staten Island,Hospitalized,3
05/02/2022,Staten Island,Hospitalized,4
05/03/2022,Staten Island,Hospitalized,6
05/04/2022,Staten Island,Hospitalized,9
05/05/2022,Staten Island,Hospitalized,11
05/06/2022,Staten Island,Hospitalized,10
05/07/2022,Staten Island,Hospitalized,10
05/08/2022,Staten Island,Hospitalized,7
05/09/2022,Staten Island,Hospitalized,9
05/10/2022,Staten Island,Hospitalized,8
05/11/2022,Staten Island,Hospitalized,5
05/12/2022,Staten Island,Hospitalized,9
05/13/2022,Staten Island,Hospitalized,9
05/14/2022,Staten Island,Hospitalized,4
05/15/2022,Staten Island,Hospitalized,9
05/16/2022,Staten Island,Hospitalized,14
05/17/2022,Staten Island,Hospitalized,13
05/18/2022,Staten Island,Hospitalized,7
05/19/2022,Staten Island,Hospitalized,11
05/20/2022,Staten Island,Hospitalized,6
05/21/2022,Staten Island,Hospitalized,14
05/22/2022,Staten Island,Hospitalized,6
05/23/2022,Staten Island,Hospitalized,7
05/24/2022,Staten Island,Hospitalized,8
05/25/2022,Staten Island,Hospitalized,8
05/26/2022,Staten Island,Hospitalized,14
05/27/2022,Staten Island,Hospitalized,7
05/28/2022,Staten Island,Hospitalized,12
05/29/2022,Staten Island,Hospitalized,8
05/30/2022,Staten Island,Hospitalized,10
05/31/2022,Staten Island,Hospitalized,9
06/01/2022,Staten Island,Hospitalized,9
06/02/2022,Staten Island,Hospitalized,10
06/03/2022,Staten Island,Hospitalized,7
06/04/2022,Staten Island,Hospitalized,10
06/05/2022,Staten Island,Hospitalized,8
06/06/2022,Staten Island,Hospitalized,9
06/07/2022,Staten Island,Hospitalized,7
06/08/2022,Staten Island,Hospitalized,7
06/09/2022,Staten Island,Hospitalized,4
06/10/2022,Staten Island,Hospitalized,6
06/11/2022,Staten Island,Hospitalized,5
06/12/2022,Staten Island,Hospitalized,1
06/13/2022,Staten Island,Hospitalized,11
06/14/2022,Staten Island,Hospitalized,11
06/15/2022,Staten Island,Hospitalized,8
06/16/2022,Staten Island,Hospitalized,8
06/17/2022,Staten Island,Hospitalized,6
06/18/2022,Staten Island,Hospitalized,4
06/19/2022,Staten Island,Hospitalized,8
06/20/2022,Staten Island,Hospitalized,9
06/21/2022,Staten Island,Hospitalized,6
06/22/2022,Staten Island,Hospitalized,10
06/23/2022,Staten Island,Hospitalized,10
06/24/2022,Staten Island,Hospitalized,8
06/25/2022,Staten Island,Hospitalized,8
06/26/2022,Staten Island,Hospitalized,5
06/27/2022,Staten Island,Hospitalized,11
06/28/2022,Staten Island,Hospitalized,14
06/29/2022,Staten Island,Hospitalized,7
06/30/2022,Staten Island,Hospitalized,10
07/01/2022,Staten Island,Hospitalized,10
07/02/2022,Staten Island,Hospitalized,6
07/03/2022,Staten Island,Hospitalized,6
07/04/2022,Staten Island,Hospitalized,7
07/05/2022,Staten Island,Hospitalized,13
07/06/2022,Staten Island,Hospitalized,17
07/07/2022,Staten Island,Hospitalized,21
07/08/2022,Staten Island,Hospitalized,12
07/09/2022,Staten Island,Hospitalized,18
07/10/2022,Staten Island,Hospitalized,14
07/11/2022,Staten Island,Hospitalized,16
07/12/2022,Staten Island,Hospitalized,14
07/13/2022,Staten Island,Hospitalized,14
07/14/2022,Staten Island,Hospitalized,13
07/15/2022,Staten Island,Hospitalized,11
07/16/2022,Staten Island,Hospitalized,11
07/17/2022,Staten Island,Hospitalized,10
07/18/2022,Staten Island,Hospitalized,18
07/19/2022,Staten Island,Hospitalized,18
07/20/2022,Staten Island,Hospitalized,15
07/21/2022,Staten Island,Hospitalized,11
07/22/2022,Staten Island,Hospitalized,12
07/23/2022,Staten Island,Hospitalized,14
07/24/2022,Staten Island,Hospitalized,5
07/25/2022,Staten Island,Hospitalized,15
07/26/2022,Staten Island,Hospitalized,10
07/27/2022,Staten Island,Hospitalized,24
07/28/2022,Staten Island,Hospitalized,10
07/29/2022,Staten Island,Hospitalized,14
07/30/2022,Staten Island,Hospitalized,5
07/31/2022,Staten Island,Hospitalized,14
08/01/2022,Staten Island,Hospitalized,14
08/02/2022,Staten Island,Hospitalized,9
08/03/2022,Staten Island,Hospitalized,14
08/04/2022,Staten Island,Hospitalized,12
08/05/2022,Staten Island,Hospitalized,13
08/06/2022,Staten Island,Hospitalized,5
08/07/2022,Staten Island,Hospitalized,13
08/08/2022,Staten Island,Hospitalized,11
08/09/2022,Staten Island,Hospitalized,11
08/10/2022,Staten Island,Hospitalized,14
08/11/2022,Staten Island,Hospitalized,7
08/12/2022,Staten Island,Hospitalized,14
08/13/2022,Staten Island,Hospitalized,4
08/14/2022,Staten Island,Hospitalized,5
08/15/2022,Staten Island,Hospitalized,14
08/16/2022,Staten Island,Hospitalized,9
08/17/2022,Staten Island,Hospitalized,5
08/18/2022,Staten Island,Hospitalized,9
08/19/2022,Staten Island,Hospitalized,8
08/20/2022,Staten Island,Hospitalized,6
08/21/2022,Staten Island,Hospitalized,7
08/22/2022,Staten Island,Hospitalized,8
08/23/2022,Staten Island,Hospitalized,9
08/24/2022,Staten Island,Hospitalized,9
08/25/2022,Staten Island,Hospitalized,4
08/26/2022,Staten Island,Hospitalized,10
08/27/2022,Staten Island,Hospitalized,6
08/28/2022,Staten Island,Hospitalized,7
08/29/2022,Staten Island,Hospitalized,8
08/30/2022,Staten Island,Hospitalized,16
08/31/2022,Staten Island,Hospitalized,6
09/01/2022,Staten Island,Hospitalized,5
09/02/2022,Staten Island,Hospitalized,5
09/03/2022,Staten Island,Hospitalized,4
09/04/2022,Staten Island,Hospitalized,2
09/05/2022,Staten Island,Hospitalized,10
09/06/2022,Staten Island,Hospitalized,5
09/07/2022,Staten Island,Hospitalized,5
09/08/2022,Staten Island,Hospitalized,4
09/09/2022,Staten Island,Hospitalized,1
09/10/2022,Staten Island,Hospitalized,7
09/11/2022,Staten Island,Hospitalized,5
09/12/2022,Staten Island,Hospitalized,8
09/13/2022,Staten Island,Hospitalized,7
09/14/2022,Staten Island,Hospitalized,5
09/15/2022,Staten Island,Hospitalized,10
09/16/2022,Staten Island,Hospitalized,9
09/17/2022,Staten Island,Hospitalized,4
09/18/2022,Staten Island,Hospitalized,7
09/19/2022,Staten Island,Hospitalized,10
09/20/2022,Staten Island,Hospitalized,5
09/21/2022,Staten Island,Hospitalized,12
09/22/2022,Staten Island,Hospitalized,12
09/23/2022,Staten Island,Hospitalized,11
09/24/2022,Staten Island,Hospitalized,5
09/25/2022,Staten Island,Hospitalized,7
09/26/2022,Staten Island,Hospitalized,17
09/27/2022,Staten Island,Hospitalized,13
09/28/2022,Staten Island,Hospitalized,14
09/29/2022,Staten Island,Hospitalized,9
09/30/2022,Staten Island,Hospitalized,13
10/01/2022,Staten Island,Hospitalized,8
10/02/2022,Staten Island,Hospitalized,11
10/03/2022,Staten Island,Hospitalized,11
10/04/2022,Staten Island,Hospitalized,15
10/05/2022,Staten Island,Hospitalized,10
10/06/2022,Staten Island,Hospitalized,10
10/07/2022,Staten Island,Hospitalized,10
10/08/2022,Staten Island,Hospitalized,11
10/09/2022,Staten Island,Hospitalized,3
10/10/2022,Staten Island,Hospitalized,7
10/11/2022,Staten Island,Hospitalized,8
10/12/2022,Staten Island,Hospitalized,4
10/13/2022,Staten Island,Hospitalized,11
10/14/2022,Staten Island,Hospitalized,18
10/15/2022,Staten Island,Hospitalized,6
10/16/2022,Staten Island,Hospitalized,8
10/17/2022,Staten Island,Hospitalized,11
10/18/2022,Staten Island,Hospitalized,5
10/19/2022,Staten Island,Hospitalized,11
10/20/2022,Staten Island,Hospitalized,16
10/21/2022,Staten Island,Hospitalized,13
10/22/2022,Staten Island,Hospitalized,12
10/23/2022,Staten Island,Hospitalized,8
10/24/2022,Staten Island,Hospitalized,8
10/25/2022,Staten Island,Hospitalized,10
10/26/2022,Staten Island,Hospitalized,7
10/27/2022,Staten Island,Hospitalized,11
10/28/2022,Staten Island,Hospitalized,6
10/29/2022,Staten Island,Hospitalized,5
10/30/2022,Staten Island,Hospitalized,10
10/31/2022,Staten Island,Hospitalized,5
11/01/2022,Staten Island,Hospitalized,14
11/02/2022,Staten Island,Hospitalized,8
11/03/2022,Staten Island,Hospitalized,9
11/04/2022,Staten Island,Hospitalized,8
11/05/2022,Staten Island,Hospitalized,7
11/06/2022,Staten Island,Hospitalized,15
11/07/2022,Staten Island,Hospitalized,3
11/08/2022,Staten Island,Hospitalized,6
